Date,Price,Open,High,Low,Vol.,Change %
04/30/2025,2.0367,2.0963,2.1,2.0263,4.97K,-3.95%
04/29/2025,2.1204,2.1829,2.1829,2.1048,27.75K,-2.53%
04/28/2025,2.1755,2.1715,2.2007,2.1579,38.55K,0.38%
04/25/2025,2.1673,2.1492,2.1801,2.1322,32.63K,1.10%
04/24/2025,2.1437,2.1271,2.1489,2.1187,21.17K,3.02%
04/23/2025,2.0809,2.111,2.1355,2.0556,67.94K,-1.07%
04/22/2025,2.1034,2.0787,2.1181,2.0787,52.09K,1.68%
04/21/2025,2.0686,2.1055,2.1076,2.0586,36.78K,-3.89%
04/17/2025,2.1523,2.1191,2.1679,2.1133,47.90K,1.74%
04/16/2025,2.1154,2.0924,2.1255,2.0649,40.61K,1.78%
04/15/2025,2.0784,2.0916,2.1107,2.0688,44.97K,-0.64%
04/14/2025,2.0917,2.0709,2.1075,2.0656,38.26K,1.28%
04/11/2025,2.0653,2.0545,2.0775,2.0283,54.12K,0.92%
04/10/2025,2.0464,2.1226,2.1288,2.0261,58.87K,-3.18%
04/09/2025,2.1136,2.0232,2.1345,1.9373,82.96K,2.75%
04/08/2025,2.057,2.0784,2.1042,2.0124,68.94K,-0.62%
04/07/2025,2.0699,2.0701,2.1441,2.0075,74.89K,-0.58%
04/04/2025,2.0819,2.1805,2.1855,2.0395,80.26K,-4.89%
04/03/2025,2.1889,2.2795,2.28,2.1595,86.08K,-5.73%
04/02/2025,2.322,2.2914,2.3375,2.2803,76.19K,1.45%
04/01/2025,2.2889,2.2801,2.2985,2.2719,57.66K,-1.08%
03/31/2025,2.314,2.2745,2.3246,2.256,4.78K,2.35%
03/28/2025,2.2609,2.2829,2.29,2.2541,15.86K,-1.04%
03/27/2025,2.2847,2.2955,2.2955,2.268,21.98K,-0.17%
03/26/2025,2.2887,2.2857,2.309,2.2819,22.73K,0.12%
03/25/2025,2.2859,2.2592,2.2917,2.2519,23.87K,2.99%
03/24/2025,2.2196,2.2144,2.2319,2.2023,67.72K,-1.33%
03/21/2025,2.2496,2.2599,2.2635,2.2323,27.74K,-0.21%
03/20/2025,2.2543,2.2376,2.2595,2.2122,30.60K,1.00%
03/19/2025,2.2319,2.1953,2.2379,2.1836,43.79K,1.70%
03/18/2025,2.1945,2.2003,2.2355,2.1767,42.31K,-0.42%
03/17/2025,2.2038,2.1753,2.2143,2.1727,45.58K,1.72%
03/14/2025,2.1666,2.1635,2.1789,2.1446,45.00K,0.20%
03/13/2025,2.1622,2.2078,2.2122,2.1531,60.31K,-2.00%
03/12/2025,2.2063,2.209,2.2276,2.1976,67.61K,0.43%
03/11/2025,2.1968,2.1794,2.2205,2.1631,59.19K,0.78%
03/10/2025,2.1799,2.2121,2.2298,2.1767,58.91K,-1.63%
03/07/2025,2.216,2.2132,2.2728,2.2028,75.01K,-0.35%
03/06/2025,2.2238,2.2408,2.2645,2.2068,76.20K,-0.76%
03/05/2025,2.2408,2.2661,2.2758,2.1934,76.20K,-2.03%
03/04/2025,2.2872,2.2787,2.2945,2.2461,90.98K,1.19%
03/03/2025,2.2604,2.3239,2.3343,2.2479,86.16K,-4.01%
02/28/2025,2.3549,2.38,2.38,2.3466,4.74K,-1.71%
02/27/2025,2.3959,2.348,2.3978,2.3406,18.22K,2.20%
02/26/2025,2.3443,2.3886,2.3937,2.3102,25.41K,-1.92%
02/25/2025,2.3903,2.4555,2.465,2.3814,26.43K,0.53%
02/24/2025,2.3777,2.3671,2.3958,2.3605,56.95K,-0.02%
02/21/2025,2.3781,2.4455,2.4515,2.3761,70.37K,-2.80%
02/20/2025,2.4466,2.4141,2.4592,2.4038,74.08K,1.65%
02/19/2025,2.407,2.387,2.4218,2.3804,73.13K,0.82%
02/18/2025,2.3874,2.3898,2.4171,2.368,72.07K,-3.02%
02/14/2025,2.4618,2.4544,2.4828,2.4417,48.86K,0.53%
02/13/2025,2.4487,2.4465,2.4562,2.4005,60.37K,-0.13%
02/12/2025,2.452,2.5144,2.5179,2.4437,71.57K,-2.49%
